"","poll_date","votes","candidate","source","type"
"36571","2013-12-03",37.3333333333333,"Jindal","Huffington Post","stack proportional low"
"36572","2013-05-06",20.3962264150943,"Jindal","Huffington Post","stack proportional low"
"36573","2013-03-27",22.1538461538462,"Jindal","Huffington Post","stack proportional low"
"36574","2013-01-03",19.6140350877193,"Jindal","Huffington Post","stack proportional low"
"36575","2016-01-29",19.5925925925926,"O Malley","Huffington Post","stack proportional low"
"36576","2016-01-27",16.6666666666667,"O Malley","Huffington Post","stack proportional low"
"36577","2016-01-21",20.4444444444444,"O Malley","Huffington Post","stack proportional low"
"36578","2016-01-15",16.1851851851852,"O Malley","Huffington Post","stack proportional low"
"36579","2016-01-14",18.2549019607843,"O Malley","Huffington Post","stack proportional low"
"36580","2016-01-08",21.6666666666667,"O Malley","Huffington Post","stack proportional low"
"36581","2015-12-31",16.6779661016949,"O Malley","Huffington Post","stack proportional low"
"36582","2015-12-18",15.9310344827586,"O Malley","Huffington Post","stack proportional low"
"36583","2015-12-11",21.6666666666667,"O Malley","Huffington Post","stack proportional low"
"36584","2015-12-04",17.1818181818182,"O Malley","Huffington Post","stack proportional low"
"36585","2015-12-03",16.1851851851852,"O Malley","Huffington Post","stack proportional low"
"36586","2015-11-19",15.8421052631579,"O Malley","Huffington Post","stack proportional low"
"36587","2015-11-13",17.6938775510204,"O Malley","Huffington Post","stack proportional low"
"36588","2015-11-05",17.2941176470588,"O Malley","Huffington Post","stack proportional low"
"36589","2015-11-05",20.5833333333333,"O Malley","Huffington Post","stack proportional low"
"36590","2015-10-29",20.3030303030303,"O Malley","Huffington Post","stack proportional low"
"36591","2015-10-29",19.0909090909091,"O Malley","Huffington Post","stack proportional low"
"36592","2015-10-23",17.6938775510204,"O Malley","Huffington Post","stack proportional low"
"36593","2015-10-22",19.3846153846154,"O Malley","Huffington Post","stack proportional low"
"36594","2015-10-15",20.7777777777778,"O Malley","Huffington Post","stack proportional low"
"36595","2015-10-14",27.1764705882353,"O Malley","Huffington Post","stack proportional low"
"36596","2015-10-08",20.7142857142857,"O Malley","Huffington Post","stack proportional low"
"36597","2015-10-08",23.4615384615385,"O Malley","Huffington Post","stack proportional low"
"36598","2015-10-02",23.8378378378378,"O Malley","Huffington Post","stack proportional low"
"36599","2015-09-25",19.8837209302326,"O Malley","Huffington Post","stack proportional low"
"36600","2015-09-24",20.4285714285714,"O Malley","Huffington Post","stack proportional low"
"36601","2015-09-17",24.4827586206897,"O Malley","Huffington Post","stack proportional low"
"36602","2015-09-18",24.4736842105263,"O Malley","Huffington Post","stack proportional low"
"36603","2015-09-11",20.3636363636364,"O Malley","Huffington Post","stack proportional low"
"36604","2015-09-11",26.5897435897436,"O Malley","Huffington Post","stack proportional low"
"36605","2015-09-04",22.5,"O Malley","Huffington Post","stack proportional low"
"36606","2015-08-28",22.5348837209302,"O Malley","Huffington Post","stack proportional low"
"36607","2015-08-28",21.8974358974359,"O Malley","Huffington Post","stack proportional low"
"36608","2015-08-20",24,"O Malley","Huffington Post","stack proportional low"
"36609","2015-08-14",18.7826086956522,"O Malley","Huffington Post","stack proportional low"
"36610","2015-08-07",26.5897435897436,"O Malley","Huffington Post","stack proportional low"
"36611","2015-07-31",20.3636363636364,"O Malley","Huffington Post","stack proportional low"
"36612","2015-07-23",30.1304347826087,"O Malley","Huffington Post","stack proportional low"
"36613","2015-07-20",12.7272727272727,"O Malley","Huffington Post","stack proportional low"
"36614","2015-07-08",31.9090909090909,"O Malley","Huffington Post","stack proportional low"
"36615","2015-07-18",19.0909090909091,"O Malley","Huffington Post","stack proportional low"
"36616","2015-07-17",24.8888888888889,"O Malley","Huffington Post","stack proportional low"
"36617","2015-07-11",22.0952380952381,"O Malley","Huffington Post","stack proportional low"
"36618","2015-06-27",20.3636363636364,"O Malley","Huffington Post","stack proportional low"
"36619","2015-06-20",16.4347826086957,"O Malley","Huffington Post","stack proportional low"
"36620","2015-06-13",22.5348837209302,"O Malley","Huffington Post","stack proportional low"
"36621","2015-06-11",16.5454545454545,"O Malley","Huffington Post","stack proportional low"
"36622","2015-06-06",19,"O Malley","Huffington Post","stack proportional low"
"36623","2015-05-30",22.9090909090909,"O Malley","Huffington Post","stack proportional low"
"36624","2015-05-19",28,"O Malley","Huffington Post","stack proportional low"
"36625","2015-05-23",23.4615384615385,"O Malley","Huffington Post","stack proportional low"
"36626","2015-05-16",23.8378378378378,"O Malley","Huffington Post","stack proportional low"
"36627","2015-05-09",21.2093023255814,"O Malley","Huffington Post","stack proportional low"
"36628","2015-05-03",28.3333333333333,"O Malley","Huffington Post","stack proportional low"
"36629","2015-05-02",21.5853658536585,"O Malley","Huffington Post","stack proportional low"
"36630","2015-04-25",25.5405405405405,"O Malley","Huffington Post","stack proportional low"
"36631","2015-04-23",22.6666666666667,"O Malley","Huffington Post","stack proportional low"
"36632","2015-04-18",23.0243902439024,"O Malley","Huffington Post","stack proportional low"
"36633","2015-04-11",25.5,"O Malley","Huffington Post","stack proportional low"
"36634","2015-04-04",23.8378378378378,"O Malley","Huffington Post","stack proportional low"
"36635","2015-03-28",27.1764705882353,"O Malley","Huffington Post","stack proportional low"
"36636","2015-03-21",29.75,"O Malley","Huffington Post","stack proportional low"
"36637","2015-03-14",28.4444444444444,"O Malley","Huffington Post","stack proportional low"
"36638","2015-03-07",24.4838709677419,"O Malley","Huffington Post","stack proportional low"
"36639","2015-02-28",28.4242424242424,"O Malley","Huffington Post","stack proportional low"
"36640","2015-02-21",28.9354838709677,"O Malley","Huffington Post","stack proportional low"
"36641","2015-01-17",24.4838709677419,"O Malley","Huffington Post","stack proportional low"
"36642","2015-01-10",28.2857142857143,"O Malley","Huffington Post","stack proportional low"
"36643","2015-01-03",23.3333333333333,"O Malley","Huffington Post","stack proportional low"
"36644","2014-12-27",25.5405405405405,"O Malley","Huffington Post","stack proportional low"
"36645","2014-12-20",26.7096774193548,"O Malley","Huffington Post","stack proportional low"
"36646","2014-12-13",22.258064516129,"O Malley","Huffington Post","stack proportional low"
"36647","2014-12-06",30.3333333333333,"O Malley","Huffington Post","stack proportional low"
"36648","2014-11-22",27.037037037037,"O Malley","Huffington Post","stack proportional low"
"36649","2014-11-15",27.1764705882353,"O Malley","Huffington Post","stack proportional low"
"36650","2014-11-08",26.9310344827586,"O Malley","Huffington Post","stack proportional low"
"36651","2014-11-01",30.4545454545455,"O Malley","Huffington Post","stack proportional low"
"36652","2014-10-25",29.7407407407407,"O Malley","Huffington Post","stack proportional low"
"36653","2014-10-18",24.4838709677419,"O Malley","Huffington Post","stack proportional low"
"36654","2014-07-07",36.75,"O Malley","Huffington Post","stack proportional low"
"36655","2014-06-24",36,"O Malley","Huffington Post","stack proportional low"
"36656","2014-05-28",28.1538461538462,"O Malley","Huffington Post","stack proportional low"
"36657","2014-03-29",26.6666666666667,"O Malley","Huffington Post","stack proportional low"
"36658","2014-03-20",20.0769230769231,"O Malley","Huffington Post","stack proportional low"
"36659","2014-03-16",28.5,"O Malley","Huffington Post","stack proportional low"
"36660","2013-12-03",22,"O Malley","Huffington Post","stack proportional low"
"36661","2013-12-01",25.5405405405405,"O Malley","Huffington Post","stack proportional low"
"36662","2013-10-26",23.375,"O Malley","Huffington Post","stack proportional low"
"36663","2013-07-17",51.3333333333333,"O Malley","Huffington Post","stack proportional low"
"36664","2013-05-06",23.4347826086957,"O Malley","Huffington Post","stack proportional low"
"36665","2013-03-27",28,"O Malley","Huffington Post","stack proportional low"
"36666","2013-01-03",30.0952380952381,"O Malley","Huffington Post","stack proportional low"
"36667","2012-11-30",17.7272727272727,"O Malley","Huffington Post","stack proportional low"
"36668","2016-02-02",11.5714285714286,"Paul","Huffington Post","stack proportional low"
"36669","2016-01-29",10.3561643835616,"Paul","Huffington Post","stack proportional low"
"36670","2016-01-27",10.4210526315789,"Paul","Huffington Post","stack proportional low"
"36671","2016-01-21",11.3283582089552,"Paul","Huffington Post","stack proportional low"
"36672","2016-01-15",9.66666666666666,"Paul","Huffington Post","stack proportional low"
"36673","2016-01-14",11.0281690140845,"Paul","Huffington Post","stack proportional low"
"36674","2016-01-08",10.3561643835616,"Paul","Huffington Post","stack proportional low"
"36675","2015-12-31",11.6666666666667,"Paul","Huffington Post","stack proportional low"
"36676","2015-12-18",9.48648648648648,"Paul","Huffington Post","stack proportional low"
"36677","2015-12-16",12.3636363636364,"Paul","Huffington Post","stack proportional low"
"36678","2015-12-11",12.1304347826087,"Paul","Huffington Post","stack proportional low"
"36679","2015-12-04",10.1891891891892,"Paul","Huffington Post","stack proportional low"
"36680","2015-12-03",14.4827586206897,"Paul","Huffington Post","stack proportional low"
"36681","2015-12-03",11.1428571428571,"Paul","Huffington Post","stack proportional low"
"36682","2015-11-23",13.5079365079365,"Paul","Huffington Post","stack proportional low"
"36683","2015-11-19",10.1891891891892,"Paul","Huffington Post","stack proportional low"
"36684","2015-11-13",10.8235294117647,"Paul","Huffington Post","stack proportional low"
"36685","2015-11-05",10.8888888888889,"Paul","Huffington Post","stack proportional low"
"36686","2015-11-05",11.7647058823529,"Paul","Huffington Post","stack proportional low"
"36687","2015-10-29",13.0289855072464,"Paul","Huffington Post","stack proportional low"
"36688","2015-10-29",10.5,"Paul","Huffington Post","stack proportional low"
"36689","2015-10-23",10.6197183098592,"Paul","Huffington Post","stack proportional low"
"36690","2015-10-22",13.2857142857143,"Paul","Huffington Post","stack proportional low"
"36691","2015-10-15",11.231884057971,"Paul","Huffington Post","stack proportional low"
"36692","2015-10-08",10.7260273972603,"Paul","Huffington Post","stack proportional low"
"36693","2015-10-08",12.1304347826087,"Paul","Huffington Post","stack proportional low"
"36694","2015-10-02",10.7142857142857,"Paul","Huffington Post","stack proportional low"
"36695","2015-09-25",10.5405405405405,"Paul","Huffington Post","stack proportional low"
"36696","2015-09-24",9.72222222222222,"Paul","Huffington Post","stack proportional low"
"36697","2015-09-17",11.0958904109589,"Paul","Huffington Post","stack proportional low"
"36698","2015-09-18",12.1304347826087,"Paul","Huffington Post","stack proportional low"
"36699","2015-09-17",14.6825396825397,"Paul","Huffington Post","stack proportional low"
"36700","2015-09-11",10.8888888888889,"Paul","Huffington Post","stack proportional low"
"36701","2015-09-11",11.5714285714286,"Paul","Huffington Post","stack proportional low"
"36702","2015-09-04",10.3333333333333,"Paul","Huffington Post","stack proportional low"
"36703","2015-08-28",11.0958904109589,"Paul","Huffington Post","stack proportional low"
"36704","2015-08-28",6,"Paul","Huffington Post","stack proportional low"
"36705","2015-08-28",11.0281690140845,"Paul","Huffington Post","stack proportional low"
"36706","2015-08-20",12.9375,"Paul","Huffington Post","stack proportional low"
"36707","2015-08-14",9,"Paul","Huffington Post","stack proportional low"
"36708","2015-08-08",9.24657534246575,"Paul","Huffington Post","stack proportional low"
"36709","2015-08-07",10.8888888888889,"Paul","Huffington Post","stack proportional low"
"36710","2015-07-31",12.5753424657534,"Paul","Huffington Post","stack proportional low"
"36711","2015-07-31",13.0289855072464,"Paul","Huffington Post","stack proportional low"
"36712","2015-07-26",20,"Paul","Huffington Post","stack proportional low"
"36713","2015-07-26",11.3333333333333,"Paul","Huffington Post","stack proportional low"
"36714","2015-07-23",17.2307692307692,"Paul","Huffington Post","stack proportional low"
"36715","2015-07-22",17.1612903225806,"Paul","Huffington Post","stack proportional low"
"36716","2015-07-20",10.5,"Paul","Huffington Post","stack proportional low"
"36717","2015-07-08",22,"Paul","Huffington Post","stack proportional low"
"36718","2015-07-18",14.3888888888889,"Paul","Huffington Post","stack proportional low"
